"Артикул (SKU)";"ID товара";"Внутренний UID";Название;"Краткое описание";"Полное описание";Цена;Валюта;"В наличии";Количество;"Категория (основная)";"Все категории (через ;)";Галерея;Метка;Сертификат;"Главное фото";"Все фото (через |)";"Кол-во фото";"Длина (мм)";"Ширина (мм)";"Высота (мм)";"Вес (г)";"Это вариант";"Артикул родителя";"URL на сайте";"URL главного фото"
235664863102;235664863102;KB0nT3FgzGaa1PTy4X8e;"Пенелопа Крус";"Фото с автографом";"Что это: Автографированное фото Пенелопы Крус, испанской актрисы и модели, известной своими выдающимися ролями в мировом кинематографе.Контекст: Пенелопа Крус, родившаяся в Мадриде, начала свою карьеру в подростковом возрасте и быстро завоевала признание благодаря своим выдающимся ролям в фильмах таких как «Всё о моей матери» и «Вики Кристина Барселона». Она стала первой испанской актрисой, удостоенной премии «Оскар», а также первой, получившей звезду на «Аллее славы» в Голливуде, что подчеркивает её значимость в киноиндустрии.В интерьере: Это фото станет элегантным акцентом в вашем интерьере, добавляя нотку изысканности и стиля. Оно идеально впишется в кабинет, гостиную или коллекцию автографов.";190000;RUB;true;1;Кино;"Кино;Мужчине;Женщине;Все RU;Актрисы;Новый год";"Dream House";;;https://stargift.ru/media/d26fbbc08217e83f2cfaef20d51570c7.jpg;https://stargift.ru/media/d26fbbc08217e83f2cfaef20d51570c7.jpg|https://stargift.ru/media/ce3b03cd5b397bd8b5d5614e4f939415.jpg;2;202;1;248;;false;;https://stargift.ru/product/235664863102-penelopa-krus;https://stargift.ru/media/d26fbbc08217e83f2cfaef20d51570c7.jpg
817507074222;817507074222;ldJnVEss5hzUuV6rx7Om;"Ева Лонгория";"Фото с автографом";"Фото с автографом Евы Лонгории — выдающейся американской актрисы, продюсера и режиссера, наиболее известной своей ролью Габриэль Солис в популярном сериале «Отчаянные домохозяйки». Ева Лонгория также активно занимается социальной деятельностью, выступая за права латиноамериканцев и женщин, и является послом доброй воли ООН.В дополнение к своей актерской карьере, Лонгория проявила себя как талантливый режиссер. В 2014 году она дебютировала в полнометражном кино с фильмом «Сен-Бернар», где не только выступила в качестве режиссера, но и сыграла одну из главных ролей. Несмотря на смешанные отзывы критиков, фильм был тепло принят зрителями. В 2019 году она также режиссировала эпизод сериала «Гранд-отель», в котором сыграла значимую роль. Ева Лонгория продолжает успешно сочетать актерскую и режиссерскую деятельность, демонстрируя свои многогранные таланты.";190000;RUB;true;1;Мужчине;"Мужчине;Все RU;Женщине;Кино;Актрисы;8 марта;14 февраля";"Dream House";;;https://stargift.ru/media/42ddd87509103b4f161275cff96cc8a1.jpg;https://stargift.ru/media/42ddd87509103b4f161275cff96cc8a1.jpg|https://stargift.ru/media/45cd963ac992e1152ced147309614fc8.jpg;2;297;1;210;;false;;https://stargift.ru/product/817507074222-eva-longoriya;https://stargift.ru/media/42ddd87509103b4f161275cff96cc8a1.jpg
535392772932;535392772932;9creeJxPJU98OAOTSRkT;"Элла Фицджеральд";"Банковский чек на 257 долларов с автографом";"Банковский чек на 257 долларов с автографомЭлла Фицджеральд — американская певица, была самой популярной джазовой исполнительницей в Соединенных Штатах Америки на протяжении более чем полувека. За свою долгую карьеру Элла Фицджеральд выпустила 54 студийных альбома и продала их в количестве более 40 миллионов копий. Обладательница 13 премии «Грэмми» и множества почетных званий и наград.Элла Фицджеральд была известна своей щедростью и поддержкой молодых талантов. Она часто давала концерты в пользу благотворительных организаций и помогала начинающим музыкантам.Этот артефакт станет достойным украшением кабинета, библиотеки или музыкальной комнаты, напоминая о величии и щедрости легендарной певицы.";390000;RUB;true;1;Музыка;"Музыка;Женщине;Все RU;Джаз;Другое - Общее;Финансы;Бизнес и индустрия";"Времена года";;;https://stargift.ru/media/3f30fad60a9209b999197bb5a031727d.jpg;https://stargift.ru/media/3f30fad60a9209b999197bb5a031727d.jpg|https://stargift.ru/media/c08bc2f9d8623cf5e959c348b4d70e2d.jpg;2;148;1;67;;false;;https://stargift.ru/product/535392772932-ella-fitsdzherald;https://stargift.ru/media/3f30fad60a9209b999197bb5a031727d.jpg
423249310331;423249310331;DxcSDSC6FSkgNkdDLK9U;"Педру Риззу";"Перчатка с автографом";"Педру Риззу — бразильский спортсмен, мастер кикбоксинга, смешанных боевых искусств и тайского бокса. Он является ветераном смешанных единоборств и бразильского вале-тудо, выступая под эгидой таких организаций, как UFC, Pride Fighting Championships и Affliction Entertainment.На протяжении своей карьеры спортсмен трижды боролся за титул чемпиона UFC и долгое время оставался главным претендентом. Риззу, выходец из муай-тай, добился значительных успехов в вале-тудо, прежде чем перейти в смешанные единоборства, зарекомендовав себя как один из самых опасных бойцов в истории супертяжелого веса. Его победы над такими именитыми соперниками, как Марк Коулман, Дэн Северн и Федор Емельяненко, подчеркивают его выдающийся спортивный путь.Эта перчатка станет изысканным дополнением к коллекции любого ценителя спорта, а также акцентом в интерьере, который отражает динамичную атмосферу единоборств.";140000;RUB;true;1;Мужчине;"Мужчине;Все RU;Руководителю;Бокс и ММА;Вещи;Спорт";Гименей;;;https://stargift.ru/media/cfb678757a0d822f6bc089c32d3bfa5c.jpeg;https://stargift.ru/media/cfb678757a0d822f6bc089c32d3bfa5c.jpeg|https://stargift.ru/media/a7b6b074c5ae8c730371fe536d1d5471.jpeg;2;;;;;false;;https://stargift.ru/product/423249310331-pedru-rizzu;https://stargift.ru/media/cfb678757a0d822f6bc089c32d3bfa5c.jpeg
169403612321;169403612321;SZOarsAp3IDcdLfP44Ro;"Клаудия Шиффер";"Фото с автографом";"Клаудия Шиффер — немецкая супермодель, актриса и кинопродюсер, также известная как посол доброй воли ЮНИСЕФ в Великобритании.В юности она мечтала стать юристом, следуя примеру отца, успешного адвоката, однако судьба отвела её в мир моды. В 1987 году, на вечеринке в Дюссельдорфе, её заметил директор модельного агентства Metropolitan Models, что стало началом её блестящей карьеры. В 17 лет Шиффер переехала в Париж и быстро завоевала популярность, её фотографии стали украшать обложки ведущих модных журналов.Фото станет изысканным дополнением вашего интерьера, подчеркивая утонченный вкус и интерес к миру моды и кино.";190000;RUB;true;1;Мужчине;"Мужчине;Все RU;Женщине;Кино;Актрисы;Мода;8 марта;Другое - Общее;Бизнес и индустрия";"Времена года";;;https://stargift.ru/media/b7e6d0efb3e175169208ccaea29f99bb.jpg;https://stargift.ru/media/b7e6d0efb3e175169208ccaea29f99bb.jpg|https://stargift.ru/media/299827f32549ee2f9f8218bc85c2e192.jpg|https://stargift.ru/media/192e4e378c9583f031e984769471531c.jpg;3;200;1;253;;false;;https://stargift.ru/product/169403612321-klaudiya-shiffer;https://stargift.ru/media/b7e6d0efb3e175169208ccaea29f99bb.jpg
267746032092;267746032092;DiL0vl76NsIkKfxC5RZG;"Том Харди";"Фото с автографом";"Фото с автографом Тома Харди — это уникальный экспонат, запечатлевший момент из культового сериала «Острые козырьки».Том Харди — выдающийся британский актер, продюсер и сценарист, известный своими яркими ролями и выдающимися достижениями в киноиндустрии. Обладатель премии BAFTA и номинант на «Оскар», он начал свой путь в театре и продолжил развивать свою карьеру в кино, работая с такими режиссерами, как Ридли Скотт. Его талант и преданность искусству сделали его одной из самых ярких фигур современного кинематографа.Это фото станет стильным акцентом в вашем интерьере, добавляя нотку элегантности и индивидуальности. Оно идеально подойдет для кабинета, гостиной или коллекции ценителей искусства.";0;RUB;true;1;Кино;"Кино;Мужчине;Руководителю;Новинки;Все RU;Актеры;Новый год";"Времена года";Новинка;;https://stargift.ru/media/9a2c0d4b1e36d0ececac212e1da62055.jpg;https://stargift.ru/media/9a2c0d4b1e36d0ececac212e1da62055.jpg|https://stargift.ru/media/573b27ec0b08c94a698c821b9f54d8f4.jpg;2;277;1;347;;false;;https://stargift.ru/product/267746032092-tom-khardi;https://stargift.ru/media/9a2c0d4b1e36d0ececac212e1da62055.jpg
209408227192;209408227192;DDmR3zryaOYDYlIR65On;"Гай Ричи";"Постер к к/ф «Карты, деньги, два ствола» с автографом";"Постер к фильму «Карты, деньги, два ствола» с автографом Гая Ричи — это не просто элемент декора, а настоящая находка для ценителей киноискусства.Гай Ричи — выдающийся британский режиссёр, сценарист и продюсер, который стал известен благодаря своему уникальному стилю, сочетанию динамичных сюжетов и запоминающихся персонажей. Его работы, такие как «Карты, деньги, два ствола» и «Большой куш», стали культовыми и оказали значительное влияние на современное кино. Ричи также известен своей адаптацией легендарного персонажа Шерлока Холмса, где он привнес в классическую историю новый энергичный облик, наполненный экшеном и современным стилем повествования.Такой постер станет стильным акцентом в интерьере, подчеркивая утонченный вкус владельца и его увлечение кинематографом. Он прекрасно впишется в домашний кинотеатр, кабинет или гостиную, добавляя нотку элегантности и индивидуальности.";320000;RUB;true;1;Кино;"Кино;Мужчине;Руководителю;Новинки;Все RU;Режиссеры;23 февраля;Новый год;Покер";;Новинка;;https://stargift.ru/media/74df627f401b5d6d914b1a60caa4d896.jpg;https://stargift.ru/media/74df627f401b5d6d914b1a60caa4d896.jpg|https://stargift.ru/media/fa8b0742de2850cfc0a58e254bdc96d9.jpg;2;200;1;250;;false;;https://stargift.ru/product/209408227192-gay-richi;https://stargift.ru/media/74df627f401b5d6d914b1a60caa4d896.jpg
368140395782;368140395782;gCam2molKStj7RhrnfE4;"Шарль Леклер";"Кепка с автографом";"Кепка с автографомШарль Леклер — монегасский автогонщик, пилот Формулы-1, команда — Scuderia Ferrari. Вице-чемпион сезона 2022. Чемпион серии GP3 2016 года и Формулы-2 2017 года.Леклер является одним из самых молодых и талантливых гонщиков современности. Сочетание скорости, агрессии и умение рисковать в гонке, плюс самокритичный и ироничный характер, не оставляют равнодушными даже самых закоренелых скептиков формулы-1. Также монегаск стал вторым самым молодыми пилотом этой команды за всю историю ее существования в Формуле-1.Кепка с автографом Шарля Леклера станет стильным аксессуаром для фаната автогонок и украсит коллекцию памятных вещей.Международная сертификация подлинности.";350000;RUB;true;1;Спорт;"Спорт;Вещи;Все RU;Мужчине;Гонки;23 февраля";"Dream House";;7296;https://stargift.ru/media/bc7f9d4f59e1c21ab0f506d55e179932.jpg;https://stargift.ru/media/bc7f9d4f59e1c21ab0f506d55e179932.jpg|https://stargift.ru/media/eb021875198db6e1d00bfd7d7e3b0545.jpg|https://stargift.ru/media/22e96cdb3258f556a610ca4dc07137f9.jpg|https://stargift.ru/media/7f276d078821758e132269fffcc6ae76.jpg|https://stargift.ru/media/36705935dcf1cacfc2307ecdefffa186.jpg|https://stargift.ru/media/40bb335edf680549bec43140152497ba.jpg;6;340;220;150;;false;;https://stargift.ru/product/368140395782-sharl-lekler;https://stargift.ru/media/bc7f9d4f59e1c21ab0f506d55e179932.jpg
869557215182;869557215182;4hMyBBeatv0p7li1GzJ3;"Наоми Кэмпбелл";"Фото с автографом";"Фото с автографомНаоми Кэмпбелл — одна из самых известных супермоделей в мире, британская икона моды. Она начала свою карьеру в возрасте 15 лет, став первой темнокожей моделью, украсившей обложки французского Vogue и Time. Наоми успешно работала не только на подиуме, но и в кино, музыке, а также стала известной своей активной общественной деятельностью.Наоми Кэмпбелл является одной из шести оригинальных супермоделей 1990-х годов, которых мир моды называл «великолепной шестёркой». Вместе с Линдой Евангелистой и Кристи Тарлингтон она сформировала знаменитую фразу: «Мы не встаём с постели меньше, чем за 10 000 долларов в день».Фотография с автографом Наоми Кэмпбелл станет стильным акцентом в интерьере, подчёркивая ваш вкус и интерес к миру моды.";190000;RUB;true;1;Мужчине;"Мужчине;Женщине;История;Все RU;Мода";"Dream House";;;https://stargift.ru/media/5f04053f4a1dea9fc753afd715d4465f.jpg;https://stargift.ru/media/5f04053f4a1dea9fc753afd715d4465f.jpg|https://stargift.ru/media/dd9f0123fe1bbc616519c6d8460e44dd.jpg;2;201;1;254;;false;;https://stargift.ru/product/869557215182-naomi-kempbell;https://stargift.ru/media/5f04053f4a1dea9fc753afd715d4465f.jpg
136241747332;136241747332;VjlSS6ILffXbMFGprloG;"Коко Шанель";"Эскиз с автографом";"Эскиз с автографом Коко ШанельКоко Шанель — французский модельер и основательница модного дома Chanel. Оказала существенное влияние на интернациональную моду XX века. Имя Коко Шанель давно стало синонимом утонченного стиля и превосходного вкуса.Эскиз, представленный в коллекции Stargift, датируется 1928 годом. Он был собственноручно подписан Коко Шанель. Известно, что Коко Шанель рисовать не умела, поэтому все эскизы выполнялись художниками. Зарисовки будущих вышивок сначала отправлялись к мадмуазель Шанель на утверждение, затем долго и тщательно дорабатывались, прежде чем поступить в работу. Обладавшая удивительным чутьем, модельер, сразу же отметила большой успех первой коллекции, а посыпавшиеся после этого заказы подтвердили её уверенность.На эскизе не просто так изображена девушка в шляпе, ведь именно с этих головных уборов началась карьера Коко Шанель. Это она предложила альтернативу большим пыльным сооружениям на женских головках в виде шляпок с элегантными полями и одним задорно подрагивающим пером. Интересно, что Коко Шанель носила шляпу, даже находясь дома. Объясняла это простым и удобным вариантом быстро избавиться от незваных гостей. Как только кто-то приходил, Шанель тут же искала свои перчатки и сумочку. Намек понимали все без исключения.";2500000;RUB;true;1;Искусство;"Искусство;Эксклюзив;Женщине;Дороже 1 млн.р.;Все RU;История;Мода;Другое - Общее;8 марта;Новый год;Основные экспонаты;Бизнес и индустрия";"Dream House";;;https://stargift.ru/media/533c3c9a4d5bcf5a67d142ebe653bea2.jpg;https://stargift.ru/media/533c3c9a4d5bcf5a67d142ebe653bea2.jpg|https://stargift.ru/media/c34587c973f8b99a49dfaf89dc7184d3.jpg|https://stargift.ru/media/ff7879b3596625a9deed23503dae329c.png|https://stargift.ru/media/3043dc1d74b79d9dc288edf7251af420.jpg|https://stargift.ru/media/485f8e9c16b46067fc0e7a656501259c.jpg;5;735;1;511;;false;;https://stargift.ru/product/136241747332-koko-shanel;https://stargift.ru/media/533c3c9a4d5bcf5a67d142ebe653bea2.jpg
459266255062;459266255062;OD2sO28I9vEsZ21YtUU7;"Ирина Шейк";"Фото с автографом";"Фото с автографом Ирины Шейк — это не просто изображение, а часть истории, связанной с одной из самых известных супермоделей современности.Ирина Шейк — российская супермодель и актриса, ставшая первой моделью из России, появившейся на обложке Sports Illustrated Swimsuit Issue. Её работы украшают обложки таких престижных изданий, как Vogue и Bazaar. Она активно участвует в показах ведущих модных домов, таких как Givenchy, Miu Miu и Moschino. Ирина окружена известными личностями, такими как Риккардо Тиши и Донателла Версаче, и занимает достойное место в списках самых сексуальных моделей мира.Путь Ирины к успеху начался с её увлечения музыкой и участия в хоре. Победа в местном конкурсе красоты открыла ей двери в мир моды, что стало основой её международной карьеры.Данное фото сопровождается международной сертификацией подлинности PSA DNA - AD14440, что подтверждает его ценность и уникальность.";190000;RUB;true;1;Женщине;"Женщине;Все RU;Мода;Другое - Общее;Новый год;Бизнес и индустрия";"Dream House";;;https://stargift.ru/media/60a7a73779a4b13b4006f65d56adf84d.png;https://stargift.ru/media/60a7a73779a4b13b4006f65d56adf84d.png|https://stargift.ru/media/241381804cb5155a076b4576aa6302b6.jpg;2;253;1;200;;false;;https://stargift.ru/product/459266255062-irina-sheyk;https://stargift.ru/media/60a7a73779a4b13b4006f65d56adf84d.png
600392917491;600392917491;jEScllEm8PzOlMPPEHjC;"Брайан Мэй (Queen)";"Фото с автографом";"Брайан Мэй, автор множества хитов группы, начал свой музыкальный путь с детской гитары, полученной в семь лет. В шестнадцать лет, не имея средств на покупку инструмента, он вместе с отцом создал свою первую акустическую гитару из подручных материалов, что стало началом его выдающейся карьеры.Эта фотография станет прекрасным дополнением к любому музыкальному интерьеру, подчеркивая любовь к рок-музыке и вдохновляя на творчество.";195000;RUB;true;1;Мужчине;"Мужчине;Все RU;Музыка;Рок";"Dream House";;;https://stargift.ru/media/e49e34894c93ae35031eba9676b506cb.jpg;https://stargift.ru/media/e49e34894c93ae35031eba9676b506cb.jpg|https://stargift.ru/media/f1140a49c8c954629e14e7a4768c67b5.jpg;2;384;34;455;;false;;https://stargift.ru/product/600392917491-brayan-mey-queen;https://stargift.ru/media/e49e34894c93ae35031eba9676b506cb.jpg
581681445552;581681445552;8iRAxaTXv8O5fKoX5TxG;"Кристиан Диор";"Собственноручный эскиз с рукописными пометками";"Собственноручный эскиз с рукописными пометкамиКристиан Диор — французский модельер, основатель модного дома Dior, который оказал значительное влияние на мировую моду второй половины XX века. Его коллекции, особенно представленные в 1947 году, произвели настоящий фурор и стали символом послевоенной элегантности. Диор был одним из первых, кто изобрёл тот самый «новый стиль» («New Look»), который воссоздавал женственность и утонченную силуэтную форму после Второй мировой войны. Эскизы, представленные в коллекции галереи Stargift, относятся к тому самому «новому стилю» в моде второй половины XX века, которые в будущем станут вечной классикой.В стиле «New Look» девушкам нужно было забыть о тяготах войны. Кристиан Диор решил кардинально изменить облик прекрасных леди, и придать образу женственности, утонченности и элегантности. Это приталенный силуэт, плиссированные юбки, нейлоновые чулки, шпильки и кокетливые шляпки. Элегантность — синоним творчества Кристиана Диора.Интересно, что в юности Кристиан грезил стать дипломатом, но другой его страстью были путешествия и музеи. Искусство в выборе профессии берет верх. В 1928 году он открывает вместе с Жаном Болжаном первую художественную галерею. После продолжительной болезни будущий модельер увлекается иллюстрацией моды. В 1939 Диор становится закройщиком модного дома Роббера Пиге. Так начинается карьера Кристиана Диора, но только после войны в 1946 году он официально зарегистрирует собственную фирму. 13 февраля 1947 после первого показа коллекции Диор становится знаменит, поскольку предлагает общественности новое видение женской моды.";3000000;RUB;true;1;Искусство;"Искусство;История;Женщине;Эксклюзив;Дороже 1 млн.р.;Все RU;Мода;Другое - Общее;8 марта;Новый год;Основные экспонаты;Бизнес и индустрия";"Времена года";;;https://stargift.ru/media/51a738d8ee4d56ed2b2a5b2010858482.jpg;https://stargift.ru/media/51a738d8ee4d56ed2b2a5b2010858482.jpg|https://stargift.ru/media/c803ea3c81c5ee6bd0d40128ec73ad4a.jpg|https://stargift.ru/media/50b343804d05a936fc94c66d426528f2.jpg|https://stargift.ru/media/967d1d7bd8e0a4f134f82f015ef4b19e.png;4;735;29;511;;false;;https://stargift.ru/product/581681445552-kristian-dior;https://stargift.ru/media/51a738d8ee4d56ed2b2a5b2010858482.jpg
696194178431;696194178431;2jPhrEIBRSzP3BCxI2vA;"Синди Кроуфорд";"Фото с автографом";"Фото с автографомСинди Кроуфорд — яркая представительница золотой эры супермоделей, которые захватили подиумы в 80-е и 90-е годы, — до сих пор для многих икона стиля.Когда принц Уэльский Уильям был подростком, он был настолько без ума от Кроуфорд, что принцесса Диана пригласила ту в Букингемский дворец. Синди прибыла не одна: её сопровождали Наоми Кэмпбелл и Кристи Тарлингтон.В интерьере это произведение может стать центром внимания, привнося в пространство атмосферу модного изыска и исторической значимости.";190000;RUB;true;1;Мужчине;"Мужчине;Все RU;Женщине;Мода;Новый год;8 марта;Другое - Общее;Бизнес и индустрия";"Времена года";;;https://stargift.ru/media/fa937595bc6e84102c29e4bb3b1d6b26.jpg;https://stargift.ru/media/fa937595bc6e84102c29e4bb3b1d6b26.jpg|https://stargift.ru/media/e038923dc02cf77d0c74e1badd782a8a.jpg;2;;;;;false;;https://stargift.ru/product/696194178431-sindi-krouford;https://stargift.ru/media/fa937595bc6e84102c29e4bb3b1d6b26.jpg
212601777301;212601777301;Rbh1oNj7CVvkao9A8VNG;"Элайджа Вуд";"Фото с автографом";"Фото с автографом Элайджа ВудаКадр из к/ф «Властелин Колец: Братство Кольца»Элайджа Вуд — американский актёр, наиболее известный по роли Фродо Бэггинса в трилогии «Властелин колец». Его увлечение музыкой отразилось в обширной коллекции из более чем 4000 CD-дисков, среди которых можно найти работы таких групп, как The Smashing Pumpkins, The Hives, The Beatles, Black Sabbath, The Stone Roses и Massive Attack. Вуд также владеет звукозаписывающей студией Simian Records и с удовольствием играет на фортепиано.Международная сертификация подлинности Beckett – BF81555В интерьере данное произведение станет стильным акцентом в коллекциях поклонников кино и искусства, добавляя изысканности и индивидуальности.";140000;RUB;true;1;Кино;"Кино;Ребенку;Мужчине;Женщине;Все RU;Актеры";"Времена года";;;https://stargift.ru/media/d0d7816a9e4676216dbd1bed7463fe11.jpg;https://stargift.ru/media/d0d7816a9e4676216dbd1bed7463fe11.jpg|https://stargift.ru/media/e2837aa2ff16400e7dd50b4210b08957.jpg;2;250;1;200;;false;;https://stargift.ru/product/212601777301-elaydzha-vud;https://stargift.ru/media/d0d7816a9e4676216dbd1bed7463fe11.jpg
766406056222;766406056222;oOrCcxzeUz1xxc9ma8K7;"Джон Эдгар Гувер";"Письмо с автографом";"Письмо с автографом Джона Эдгара Гувера — значимый исторический артефакт, отражающий вклад этого выдающегося государственного деятеля в развитие американской разведки и контрразведки.Джон Эдгар Гувер, возглавлявший ФБР, сыграл ключевую роль в превращении бюро расследований в современную организацию, известную своей эффективностью и мощью. Его наследие, включая обширные картотеки и методы работы, продолжает вызывать интерес у историков и ценителей.Данное письмо станет изысканным дополнением к вашему интерьеру, подчеркивая статус и утонченность. Оно прекрасно впишется в кабинет, библиотеку или офис, создавая атмосферу уважения к истории и достижениям.";0;RUB;true;1;Политика;"Политика;История;Мужчине;Руководителю;Новинки;Все RU;США;23 февраля;Госбезопасность";"Времена года";Новинка;;https://stargift.ru/media/0376dee07df2fb9e5bc247d09ece645f.jpg;https://stargift.ru/media/0376dee07df2fb9e5bc247d09ece645f.jpg|https://stargift.ru/media/c921df9758710eecc919332f4db104c8.jpg|https://stargift.ru/media/352d51e4e2f765cd2ce7ca2fdcfd10c7.jpg;3;195;1;260;;false;;https://stargift.ru/product/766406056222-dzhon-edgar-guver;https://stargift.ru/media/0376dee07df2fb9e5bc247d09ece645f.jpg
232159860422;232159860422;jmLr7VomExvlrKSPIARU;"Ли Якокка";"Фото с рукописным пожеланием и автографом";"Фото с рукописным пожеланием и автографомЛи Якокка — выдающийся американский предприниматель и бизнесмен, который занимал пост президента компании Ford. Он также является автором нескольких автобиографических книг, в которых делится своими взглядами на теорию и практику управления. Якокка считается одним из самых известных и успешных менеджеров в истории автомобильной промышленности.Это произведение станет изысканным дополнением к вашему интерьеру, подчеркивая вашу приверженность к качеству и стилю. Оно идеально впишется в офисное пространство или домашнюю коллекцию, добавляя нотку исторической значимости и вдохновения.";300000;RUB;true;1;"Все RU";"Все RU;Новинки;История;Новый год";"Времена года";Новинка;9416;https://stargift.ru/media/f27be2ee132efa85c19da21fab88536f.jpg;https://stargift.ru/media/f27be2ee132efa85c19da21fab88536f.jpg|https://stargift.ru/media/a2b0d2c76f5c540b0541bf8956fe85ed.jpg;2;370;20;440;;false;;https://stargift.ru/product/232159860422-li-yakokka;https://stargift.ru/media/f27be2ee132efa85c19da21fab88536f.jpg
987205585731;987205585731;iScuR32tz9hvOH0gLNTY;Крокодил;"Журнал. Москва,1978 год";"«Крокодил» — советский и российский сатирический журнал, основанный в 1922 году как приложение к «Рабочей газете». Символом издания стал красный крокодил с вилами, а формат публикаций предполагал еженедельный выход.Журнал пользовался большой популярностью, публикуя сатирические материалы о повседневной жизни, затрагивая темы разгильдяйства, пьянства и халатности. Карикатуры 1960-х годов отличались остроумными подписями и неожиданными сюжетами, что сделало их актуальными и в наше время.«Крокодил» станет интересным акцентом в любом интерьере, придавая ему нотку истории и иронии.";150000;RUB;true;1;Мужчине;"Мужчине;Все RU;Книги;Другое Литература;Литература";Гименей;;;https://stargift.ru/media/4ae0c3c169b068d26ffd7c55d34faaf7.jpg;https://stargift.ru/media/4ae0c3c169b068d26ffd7c55d34faaf7.jpg|https://stargift.ru/media/261cd9ac88d89fab6777e16b27440711.jpg|https://stargift.ru/media/7f1c946929d58613848068577f8ccc62.jpg|https://stargift.ru/media/bb84f04f14dd6efab5f5454c32b5b65e.jpg|https://stargift.ru/media/e308d5d527b6a732c1a46c0228a2eaf4.jpg|https://stargift.ru/media/e474698052e926331b038a4c2118c2ee.jpg;6;270;45;347;;false;;https://stargift.ru/product/987205585731-krokodil;https://stargift.ru/media/4ae0c3c169b068d26ffd7c55d34faaf7.jpg
639067452982;639067452982;TOO9ebbiJFSDf9ps0x46;"Кэрролл Шелби";"Чек с автографом";"Чек с автографом Кэрролла ШелбиКэрролл Шелби был выдающимся американским автогонщиком, дизайнером и предпринимателем, который оставил значительный след в истории автомобилестроения. Он основал знаменитый бренд Shelby American, который стал синонимом скорости и инноваций. Наиболее известными его достижениями являются создание культового автомобиля Shelby Cobra и участие в проекте Ford GT40, который принес компании Ford первую победу на гонках 24 часа Ле-Мана в 1966 году, что стало важной вехой в автоспорте.Сотрудничество Шелби с Ford Motor Company привело к созданию легендарной линейки автомобилей Ford Shelby Mustang, которые славятся своими мощными двигателями и выдающимися характеристиками. Эти автомобили стали настоящими иконами среди любителей скорости и стиля, сохраняя свою популярность на протяжении десятилетий. Чек с автографом Кэрролла Шелби представляет собой не только ценную реликвию, но и символ его наследия в мире автоспорта.";450000;RUB;true;1;Спорт;"Спорт;История;Мужчине;Руководителю;Новинки;Все RU;Гонки;Бизнес;Другое - Общее;Авто;23 февраля;Бизнесмену;Бизнес и индустрия";;Новинка;;https://stargift.ru/media/f2045676d2c9d083a6d3fe4bc5323f9a.jpg;https://stargift.ru/media/f2045676d2c9d083a6d3fe4bc5323f9a.jpg|https://stargift.ru/media/e34ab296c97ac8ba32f7ef2c678dd8ca.jpg;2;;;;;false;;https://stargift.ru/product/639067452982-kerroll-shelbi;https://stargift.ru/media/f2045676d2c9d083a6d3fe4bc5323f9a.jpg
921474742771;921474742771;MMn50zz82Ikm4OyxIGxI;Шер;"Фото с автографом";"Шер – американская певица и актриса армянского происхождения, обладательница множества музыкальных наград, включая «Грэмми» и Billboard Music Awards, а также четырёх премий «Золотой глобус» и «Оскар». Она является единственной исполнительницей, чьи песни занимали верхние позиции в рейтинге Billboard на протяжении пяти десятилетий.С раннего возраста Шер стремилась к славе. В возрасте 15 лет, осознав, что традиционный путь не для неё, она решает покинуть родной дом и начать жизнь в Лос-Анджелесе, готовясь к осуществлению своей мечты.Такой предмет станет изысканным дополнением коллекции настоящих ценителей музыки и поп-культуры.";190000;RUB;true;1;"Все RU";"Все RU;Женщине;Музыка;Поп-музыка;Новый год";"Времена года";;;https://stargift.ru/media/0b9648c4102efa0321184aeb4cd9cb37.jpg;https://stargift.ru/media/0b9648c4102efa0321184aeb4cd9cb37.jpg|https://stargift.ru/media/a33a0ba2f4cc73c65e47a52dfcb22344.jpg;2;203;1;254;;false;;https://stargift.ru/product/921474742771-sher;https://stargift.ru/media/0b9648c4102efa0321184aeb4cd9cb37.jpg
